player_a,player_b,team,season,chemistry,usg_overlap,usg_sum,obpm_diff,dbpm_diff,dbpm_sum,twoway_complement,ast_diff,ts_diff,age_diff,bpm_max,bpm_min,bpm_diff,shared_min
Jae Crowder,Bobby Portis,MIL,2023-24,-5.07,0.111,0.337,2.6,0.8,-0.8,2.08,0.002,0.035,4.0,-0.8,-2.6,1.8,544.2
Domantas Sabonis,De'Aaron Fox,SAC,2023-24,-5.14,0.08,0.52,1.4,2.3,2.5,-4.0,0.09,0.07,2.0,6.5,2.7,3.8,1915.2
Lauri Markkanen,Walker Kessler,UTA,2023-24,-5.14,0.114,0.368,5.5,2.8,-0.2,11.22,0.032,0.032,5.0,3.6,0.9,2.7,671.2
Dennis Schröder,Nic Claxton,BKN,2023-24,-5.14,0.046,0.358,0.2,2.9,0.1,1.62,0.174,0.079,5.0,1.2,-1.9,3.1,652.6
Cade Cunningham,Jalen Duren,DET,2023-24,-5.18,0.117,0.479,2.2,1.7,-1.5,1.08,0.236,0.107,2.0,0.3,-0.1,0.4,1233.3
Deni Avdija,Scoot Henderson,POR,2024-25,-5.18,0.008,0.448,2.9,1.4,-0.2,0.54,0.081,0.065,3.0,2.1,-2.2,4.3,854.2
Tim Hardaway Jr.,Luka Dončić,DAL,2023-24,-5.19,0.135,0.575,9.1,3.8,-0.4,-8.58,0.334,0.075,7.0,9.9,-2.9,12.8,1271.2
Jamal Shead,Jonathan Mogbo,TOR,2024-25,-5.22,0.034,0.324,0.3,1.9,0.1,-8.97,0.147,0.003,1.0,-1.9,-4.1,2.2,564.7
CJ McCollum,Yves Missi,NOP,2024-25,-5.23,0.125,0.407,2.8,1.2,-4.0,0.76,0.12,0.022,12.0,-1.4,-3.0,1.6,1166.3
Anfernee Simons,Toumani Camara,POR,2023-24,-5.28,0.142,0.41,5.8,2.5,-2.5,16.12,0.196,0.021,1.0,0.2,-3.1,3.3,804.0
CJ McCollum,Dejounte Murray,NOP,2024-25,-5.29,0.003,0.529,2.5,2.3,-2.9,3.8,0.155,0.056,5.0,-1.4,-1.6,0.2,758.2
CJ McCollum,Zion Williamson,NOP,2023-24,-5.3,0.041,0.529,0.0,0.9,0.3,-9.72,0.047,0.018,9.0,3.8,3.1,0.7,1350.5
Jordan Poole,Kyshawn George,WAS,2024-25,-5.3,0.125,0.437,5.8,1.3,-1.9,12.6,0.121,0.088,5.0,0.4,-4.1,4.5,853.7
Anthony Davis,Cam Reddish,LAL,2023-24,-5.35,0.138,0.384,7.5,0.9,2.5,8.64,0.089,0.117,7.0,5.1,-3.2,8.3,722.9
Domantas Sabonis,Keon Ellis,SAC,2023-24,-5.4,0.097,0.343,4.9,0.3,4.5,4.8,0.219,0.01,4.0,6.5,1.2,5.3,752.4
Jakob Poeltl,RJ Barrett,TOR,2024-25,-5.41,0.097,0.465,0.5,2.0,0.6,1.14,0.121,0.094,4.0,2.0,0.6,1.4,1023.8
Corey Kispert,Bub Carrington,WAS,2024-25,-5.42,0.015,0.323,1.9,0.9,-3.5,1.6,0.119,0.07,7.0,-3.7,-4.6,0.9,941.2
RJ Barrett,Ochai Agbaji,TOR,2024-25,-5.42,0.137,0.425,2.1,0.9,-0.5,2.09,0.176,0.054,0.0,0.6,-0.7,1.3,800.3
Andre Drummond,Ayo Dosunmu,CHI,2023-24,-5.46,0.033,0.369,1.4,0.5,-0.9,0.6,0.116,0.028,6.0,0.1,-0.8,0.9,740.1
Deandre Ayton,Deni Avdija,POR,2024-25,-5.55,0.031,0.425,1.8,1.0,0.2,-0.09,0.11,0.022,2.0,2.1,-0.7,2.8,763.7
Tyrese Haliburton,Bennedict Mathurin,IND,2023-24,-5.56,0.013,0.465,8.5,1.9,-2.7,-8.47,0.339,0.043,2.0,6.9,-3.4,10.3,698.4
Alperen Şengün,Jabari Smith Jr.,HOU,2023-24,-5.59,0.096,0.444,3.6,1.6,1.8,0.84,0.177,0.014,0.0,4.9,-0.4,5.3,1370.2
Jarrett Allen,Evan Mobley,CLE,2023-24,-5.59,0.009,0.391,1.2,1.1,2.9,1.32,0.027,0.038,3.0,3.0,2.9,0.1,767.6
Donovan Mitchell,Evan Mobley,CLE,2023-24,-5.6,0.101,0.501,3.7,0.8,3.2,3.74,0.113,0.031,4.0,5.8,2.9,2.9,789.7
Nikola Vučević,Zach LaVine,CHI,2023-24,-5.63,0.005,0.471,0.0,0.0,-1.4,-2.25,0.019,0.038,4.0,0.1,0.1,0.0,759.8
Immanuel Quickley,Scottie Barnes,TOR,2024-25,-5.63,0.016,0.508,1.7,1.9,-0.1,-2.52,0.041,0.047,3.0,2.4,2.2,0.2,746.6
Jeremy Sochan,Victor Wembanyama,SAS,2023-24,-5.64,0.125,0.499,4.7,3.9,2.7,-3.08,0.052,0.052,1.0,5.2,-3.4,8.6,1249.5
Jerami Grant,Malcolm Brogdon,POR,2023-24,-5.64,0.029,0.481,1.7,0.4,-1.8,-7.14,0.163,0.013,1.0,2.0,-0.1,2.1,758.1
Keldon Johnson,Malaki Branham,SAS,2023-24,-5.66,0.02,0.404,3.1,0.8,-3.6,1.32,0.0,0.039,3.0,-1.7,-5.6,3.9,870.3
Lauri Markkanen,Collin Sexton,UTA,2023-24,-5.68,0.026,0.508,1.3,0.4,-3.4,-37.62,0.193,0.024,2.0,3.6,1.9,1.7,1078.8
Jaren Jackson Jr.,John Konchar,MEM,2023-24,-5.71,0.206,0.398,2.6,1.8,2.6,-1.92,0.003,0.016,4.0,0.4,-0.4,0.8,647.2
LeBron James,Jaxson Hayes,LAL,2024-25,-5.73,0.171,0.411,6.5,0.6,2.0,12.18,0.319,0.116,15.0,5.6,-0.3,5.9,775.1
Stephen Curry,Kevon Looney,GSW,2023-24,-5.74,0.192,0.412,7.1,2.5,0.3,16.28,0.093,0.004,8.0,5.2,0.6,4.6,849.9
Deandre Ayton,Toumani Camara,POR,2024-25,-5.75,0.054,0.34,0.6,1.2,0.4,0.17,0.013,0.011,1.0,-0.1,-0.7,0.6,975.0
Jakob Poeltl,Scottie Barnes,TOR,2023-24,-5.76,0.08,0.4,3.2,0.2,1.8,2.73,0.122,0.087,6.0,3.7,0.7,3.0,919.5
Kevin Durant,Ryan Dunn,PHX,2024-25,-5.76,0.122,0.444,6.8,0.5,-1.9,7.82,0.129,0.125,14.0,3.2,-4.1,7.3,684.4
Amen Thompson,Cam Whitmore,HOU,2023-24,-5.77,0.082,0.428,1.1,2.8,1.0,3.8,0.107,0.015,2.0,1.8,0.1,1.7,545.2
Collin Sexton,Keyonte George,UTA,2024-25,-5.77,0.027,0.501,1.9,0.2,-4.8,-9.2,0.026,0.054,5.0,-0.6,-2.7,2.1,851.8
Trey Lyles,Keon Ellis,SAC,2024-25,-5.77,0.014,0.264,0.3,2.3,1.7,-0.21,0.004,0.113,4.0,1.9,-0.7,2.6,724.7
Lauri Markkanen,John Collins,UTA,2023-24,-5.79,0.042,0.44,4.6,0.1,-2.9,-12.54,0.03,0.01,1.0,3.6,-0.9,4.5,1070.7
Jalen Green,Fred VanVleet,HOU,2023-24,-5.81,0.076,0.464,2.2,1.7,-0.1,-2.34,0.142,0.027,8.0,3.4,-0.5,3.9,741.0
Alex Sarr,Bub Carrington,WAS,2024-25,-5.84,0.076,0.384,1.1,0.3,-2.3,-2.4,0.074,0.032,1.0,-3.3,-4.6,1.3,1240.6
Brice Sensabaugh,Isaiah Collier,UTA,2024-25,-5.84,0.022,0.394,4.2,0.1,-3.1,4.6,0.225,0.118,1.0,-1.2,-5.3,4.1,719.4
Cameron Johnson,Jalen Wilson,BKN,2024-25,-5.88,0.063,0.385,6.1,0.9,-1.7,5.07,0.069,0.091,5.0,3.1,-3.9,7.0,639.2
Cade Cunningham,Ausar Thompson,DET,2023-24,-5.9,0.137,0.459,4.8,2.2,-1.0,12.24,0.251,0.024,1.0,0.3,-2.2,2.5,996.5
Obi Toppin,Ben Sheppard,IND,2024-25,-5.95,0.083,0.299,4.0,0.3,0.1,4.56,0.029,0.087,4.0,1.7,-2.0,3.7,545.4
Kyrie Irving,Daniel Gafford,DAL,2024-25,-5.96,0.078,0.45,1.2,1.6,0.6,-7.04,0.101,0.122,7.0,3.8,3.4,0.4,772.1
Keldon Johnson,Stephon Castle,SAS,2024-25,-5.99,0.046,0.46,1.5,0.1,-3.3,-0.32,0.126,0.05,5.0,-1.6,-3.2,1.6,1010.0
James Harden,Amir Coffey,LAC,2024-25,-6.0,0.136,0.436,5.0,1.0,0.6,3.51,0.3,0.032,7.0,4.3,-1.7,6.0,973.6
Obi Toppin,Jarace Walker,IND,2024-25,-6.02,0.026,0.356,3.6,0.9,0.7,4.94,0.013,0.052,6.0,1.7,-0.9,2.6,515.1
Nikola Jokić,Peyton Watson,DEN,2024-25,-6.05,0.147,0.423,12.0,3.0,3.6,15.84,0.325,0.099,8.0,13.3,-1.8,15.1,898.0
Jalen Green,Jabari Smith Jr.,HOU,2023-24,-6.07,0.096,0.444,0.9,1.0,-0.8,0.78,0.099,0.03,1.0,-0.4,-0.5,0.1,598.8
Taylor Hendricks,Keyonte George,UTA,2023-24,-6.09,0.089,0.359,0.2,2.5,-3.3,1.26,0.193,0.045,0.0,-1.6,-4.4,2.8,567.9
Santi Aldama,Scotty Pippen Jr.,MEM,2024-25,-6.11,0.009,0.367,2.5,1.1,2.5,3.24,0.134,0.006,0.0,3.2,1.9,1.3,758.5
Obi Toppin,Tyrese Haliburton,IND,2024-25,-6.15,0.019,0.401,3.9,0.3,0.1,-10.45,0.268,0.026,2.0,5.8,1.7,4.1,852.7
Pascal Siakam,Tyrese Haliburton,IND,2023-24,-6.16,0.011,0.489,4.3,0.1,-0.9,-26.95,0.255,0.004,6.0,6.9,2.5,4.4,888.2
RJ Barrett,Scottie Barnes,TOR,2023-24,-6.19,0.017,0.497,1.4,2.2,-0.6,-6.09,0.094,0.014,2.0,3.7,0.1,3.6,543.2
Justin Champagnie,Alex Sarr,WAS,2024-25,-6.33,0.08,0.38,1.9,0.8,-1.2,-0.12,0.073,0.132,4.0,-0.5,-3.3,2.8,658.5
Scoot Henderson,Duop Reath,POR,2023-24,-6.35,0.058,0.462,3.3,1.6,-3.0,0.6,0.212,0.082,8.0,-0.9,-5.8,4.9,617.9
Josh Hart,Precious Achiuwa,NYK,2024-25,-6.42,0.008,0.294,3.2,1.6,2.0,-1.61,0.141,0.081,5.0,2.8,-1.9,4.7,626.2
Malaki Branham,Victor Wembanyama,SAS,2023-24,-6.43,0.12,0.504,5.3,5.5,1.1,-1.68,0.071,0.039,1.0,5.2,-5.6,10.8,835.9
Klay Thompson,Naji Marshall,DAL,2024-25,-6.44,0.017,0.411,1.0,1.1,-2.1,-0.46,0.057,0.032,8.0,-0.8,-1.0,0.2,797.7
Keyonte George,Isaiah Collier,UTA,2024-25,-6.47,0.051,0.423,3.6,1.0,-4.0,5.29,0.07,0.045,1.0,-2.7,-5.3,2.6,676.6
Jeremy Sochan,Stephon Castle,SAS,2024-25,-6.56,0.069,0.437,0.7,1.3,-2.1,0.08,0.093,0.067,2.0,-1.2,-3.2,2.0,595.6
Klay Thompson,Trayce Jackson-Davis,GSW,2023-24,-6.59,0.077,0.391,0.4,2.7,-0.3,-0.78,0.007,0.116,10.0,2.8,-0.4,3.2,630.4
Isaiah Collier,Kyle Filipowski,UTA,2024-25,-6.59,0.002,0.37,3.2,1.2,-1.8,-0.69,0.202,0.1,1.0,-1.0,-5.3,4.3,815.4
Clint Capela,Trae Young,ATL,2023-24,-6.6,0.122,0.456,3.9,1.3,-3.3,-14.4,0.368,0.005,5.0,2.6,0.1,2.5,935.6
Larry Nance Jr.,Zion Williamson,NOP,2023-24,-6.61,0.173,0.397,3.5,1.6,2.8,6.48,0.127,0.043,8.0,3.8,2.0,1.8,710.3
Zach Collins,Tre Jones,SAS,2023-24,-6.63,0.075,0.373,1.6,0.2,0.0,-0.95,0.102,0.026,2.0,-0.4,-2.0,1.6,627.4
John Collins,Keyonte George,UTA,2023-24,-6.66,0.025,0.423,2.0,1.5,-4.3,-2.66,0.184,0.088,6.0,-0.9,-4.4,3.5,1011.1
Anfernee Simons,Jabari Walker,POR,2023-24,-6.7,0.117,0.435,5.1,1.6,-3.4,7.8,0.206,0.022,4.0,0.2,-3.3,3.5,543.5
Kristaps Porziņģis,Jayson Tatum,BOS,2024-25,-6.72,0.048,0.554,0.9,0.4,2.0,-8.28,0.153,0.036,2.0,5.2,4.7,0.5,815.8
Trae Young,Vít Krejčí,ATL,2024-25,-6.73,0.154,0.416,3.3,3.4,-2.0,4.2,0.277,0.094,1.0,0.7,0.5,0.2,546.4
Lauri Markkanen,Walker Kessler,UTA,2024-25,-6.74,0.098,0.364,0.7,2.8,-1.4,-1.56,0.009,0.089,5.0,1.8,-0.3,2.1,961.9
Santi Aldama,Vince Williams Jr.,MEM,2023-24,-6.75,0.022,0.332,1.0,0.6,1.4,-2.97,0.043,0.058,0.0,-0.2,-0.7,0.5,696.8
Bradley Beal,Devin Booker,PHX,2024-25,-6.76,0.066,0.504,2.9,1.4,-3.4,-4.68,0.124,0.009,4.0,0.4,-1.1,1.5,1139.1
Corey Kispert,Bilal Coulibaly,WAS,2023-24,-6.88,0.052,0.33,3.4,1.5,-2.5,5.58,0.025,0.077,6.0,-2.1,-4.2,2.1,964.8
Zach Collins,Keldon Johnson,SAS,2023-24,-6.92,0.012,0.436,1.7,1.3,-1.5,2.09,0.054,0.0,2.0,-1.7,-2.0,0.3,935.2
Kyle Kuzma,Corey Kispert,WAS,2023-24,-6.92,0.104,0.486,0.7,0.4,-3.6,-3.78,0.09,0.073,3.0,-1.1,-2.1,1.0,886.8
Kyle Kuzma,Jordan Poole,WAS,2023-24,-6.93,0.039,0.551,2.5,0.3,-3.5,0.21,0.011,0.018,3.0,-1.1,-3.9,2.8,1560.7
Pascal Siakam,Jarace Walker,IND,2024-25,-6.95,0.072,0.402,4.0,1.3,0.3,7.02,0.026,0.009,10.0,1.7,-0.9,2.6,554.4
Trae Young,De'Andre Hunter,ATL,2023-24,-6.99,0.085,0.493,5.8,0.8,-3.8,-4.32,0.362,0.01,1.0,2.6,-2.4,5.0,622.2
Joel Embiid,Kelly Oubre Jr.,PHI,2023-24,-7.01,0.167,0.607,10.0,3.8,2.4,4.32,0.243,0.109,2.0,11.6,-2.3,13.9,607.7
Kyle Kuzma,Deni Avdija,WAS,2023-24,-7.07,0.099,0.491,1.2,1.4,-1.8,1.05,0.027,0.05,5.0,-0.9,-1.1,0.2,1291.9
T.J. McConnell,Jarace Walker,IND,2024-25,-7.08,0.061,0.391,2.4,0.2,1.4,0.0,0.23,0.043,12.0,1.2,-0.9,2.1,651.6
Deandre Ayton,Matisse Thybulle,POR,2023-24,-7.1,0.106,0.316,3.3,3.6,3.2,4.34,0.003,0.05,2.0,0.6,0.3,0.3,619.7
Cade Cunningham,Jaden Ivey,DET,2024-25,-7.13,0.067,0.579,3.0,0.9,-0.7,-5.92,0.202,0.004,0.0,3.9,0.0,3.9,520.0
LeBron James,Austin Reaves,LAL,2024-25,-7.16,0.061,0.521,2.5,1.2,0.2,-12.18,0.154,0.012,13.0,5.6,1.9,3.7,1701.1
Spencer Dinwiddie,Naji Marshall,DAL,2024-25,-7.18,0.022,0.372,0.6,0.2,-1.2,0.04,0.067,0.031,5.0,-0.8,-1.6,0.8,1042.0
Mikal Bridges,Nic Claxton,BKN,2023-24,-7.21,0.082,0.394,1.0,2.5,0.5,3.06,0.056,0.069,2.0,1.2,-0.4,1.6,1729.9
Anfernee Simons,Shaedon Sharpe,POR,2024-25,-7.21,0.009,0.491,1.5,0.2,-2.8,-3.9,0.103,0.006,4.0,-0.1,-1.3,1.2,1198.8
Coby White,Dalen Terry,CHI,2024-25,-7.28,0.095,0.379,4.5,1.6,-1.2,7.98,0.061,0.055,3.0,-0.9,-3.8,2.9,501.0
Dejounte Murray,Jalen Johnson,ATL,2023-24,-7.31,0.075,0.443,1.9,1.4,0.2,1.16,0.12,0.029,5.0,1.7,1.2,0.5,1262.4
Jerami Grant,Jabari Walker,POR,2023-24,-7.32,0.096,0.414,3.4,0.2,-2.0,3.15,0.076,0.027,9.0,-0.1,-3.3,3.2,550.7
Moritz Wagner,Paolo Banchero,ORL,2023-24,-7.36,0.072,0.512,0.4,0.3,0.3,-1.82,0.145,0.13,6.0,2.0,1.3,0.7,532.2
Clint Capela,Jalen Johnson,ATL,2023-24,-7.37,0.017,0.351,0.6,1.8,-0.2,0.8,0.087,0.006,8.0,1.2,0.1,1.1,932.6
Scottie Barnes,Gradey Dick,TOR,2024-25,-7.4,0.053,0.471,3.4,2.2,-0.4,0.36,0.192,0.02,2.0,2.4,-3.2,5.6,807.5
Tyus Jones,Jordan Poole,WAS,2023-24,-7.46,0.095,0.417,3.5,1.0,-2.8,0.24,0.119,0.049,3.0,0.7,-3.9,4.6,1324.2
LaMelo Ball,Mark Williams,CHA,2024-25,-7.47,0.132,0.552,1.6,1.8,0.0,-8.0,0.236,0.111,0.0,3.5,3.2,0.3,501.3
LeBron James,Anthony Davis,LAL,2023-24,-7.48,0.024,0.546,2.0,0.8,2.6,-8.28,0.207,0.009,8.0,6.5,5.1,1.4,1726.0
Devin Booker,Nick Richards,PHX,2024-25,-7.48,0.116,0.454,4.7,0.3,-4.5,-1.04,0.243,0.045,1.0,0.4,-3.9,4.3,717.0
Patrick Williams,Josh Giddey,CHI,2024-25,-7.53,0.049,0.379,4.9,1.8,0.4,1.84,0.216,0.058,1.0,3.0,-3.7,6.7,804.5
Cameron Johnson,Cam Thomas,BKN,2024-25,-7.53,0.104,0.552,0.7,2.2,-3.0,-21.06,0.038,0.057,6.0,3.1,0.3,2.8,593.2
Scottie Barnes,Jonathan Mogbo,TOR,2024-25,-7.54,0.117,0.407,4.4,0.1,1.9,2.34,0.119,0.027,0.0,2.4,-1.9,4.3,524.7
Walker Kessler,Keyonte George,UTA,2024-25,-7.56,0.104,0.37,1.3,3.2,-1.8,-0.92,0.189,0.121,2.0,1.8,-2.7,4.5,1009.5
Nic Claxton,Cam Thomas,BKN,2023-24,-7.58,0.14,0.452,1.0,3.4,-0.4,4.68,0.044,0.075,3.0,1.2,-1.2,2.4,1153.0
Cedi Osman,Tre Jones,SAS,2023-24,-7.61,0.003,0.295,1.3,0.4,-0.2,-0.7,0.167,0.01,5.0,-0.4,-2.1,1.7,631.5
Cameron Johnson,Cam Thomas,BKN,2023-24,-7.62,0.106,0.486,0.2,1.4,-2.4,-3.64,0.022,0.028,6.0,0.4,-1.2,1.6,649.8
Chris Paul,Trayce Jackson-Davis,GSW,2023-24,-7.62,0.003,0.311,1.7,0.0,2.4,0.42,0.239,0.148,15.0,2.8,1.0,1.8,591.0
LeBron James,Gabe Vincent,LAL,2024-25,-7.71,0.16,0.422,8.7,0.8,0.6,15.54,0.305,0.068,11.0,5.6,-4.0,9.6,794.0
Walker Kessler,Keyonte George,UTA,2023-24,-7.73,0.097,0.351,1.1,4.2,-1.6,2.38,0.186,0.13,2.0,0.9,-4.4,5.3,773.7
Collin Sexton,Keyonte George,UTA,2023-24,-7.73,0.043,0.491,5.3,1.0,-4.8,-7.98,0.039,0.074,5.0,1.9,-4.4,6.3,726.9
Jerami Grant,Anfernee Simons,POR,2024-25,-7.73,0.049,0.433,2.9,1.2,-1.8,3.3,0.142,0.034,5.0,-0.1,-1.6,1.5,1013.3
Keon Johnson,Noah Clowney,BKN,2024-25,-7.75,0.027,0.397,0.0,0.9,-1.1,-6.3,0.085,0.017,3.0,-3.3,-4.1,0.8,500.6
Walker Kessler,Isaiah Collier,UTA,2024-25,-7.83,0.053,0.319,4.9,2.2,-0.8,0.92,0.259,0.166,3.0,1.8,-5.3,7.1,767.1
Keldon Johnson,Victor Wembanyama,SAS,2023-24,-7.87,0.1,0.524,2.2,4.7,1.9,1.54,0.071,0.0,4.0,5.2,-1.7,6.9,999.6
Ochai Agbaji,Jonathan Mogbo,TOR,2024-25,-7.9,0.001,0.289,2.0,0.8,1.2,-4.29,0.079,0.105,2.0,-0.7,-1.9,1.2,539.6
Precious Achiuwa,Miles McBride,NYK,2023-24,-7.91,0.006,0.322,1.5,0.1,0.9,-1.92,0.043,0.045,1.0,-0.1,-1.4,1.3,617.0
Keldon Johnson,Victor Wembanyama,SAS,2024-25,-7.93,0.093,0.507,3.6,4.5,1.3,-1.12,0.079,0.022,4.0,6.5,-1.6,8.1,554.3
Giannis Antetokounmpo,Andre Jackson Jr.,MIL,2024-25,-7.97,0.231,0.461,10.5,2.3,2.7,16.72,0.23,0.071,7.0,9.5,-3.4,12.9,563.9
Julian Champagnie,Victor Wembanyama,SAS,2023-24,-7.98,0.172,0.452,3.7,3.4,3.2,-2.38,0.12,0.005,3.0,5.2,-1.9,7.1,891.7
Trae Young,Jalen Johnson,ATL,2023-24,-8.0,0.105,0.473,4.5,3.1,-1.5,2.88,0.281,0.001,3.0,2.6,1.2,1.4,1141.9
Luka Dončić,Josh Green,DAL,2023-24,-8.0,0.226,0.484,10.7,2.0,1.4,13.86,0.317,0.029,2.0,9.9,-2.7,12.6,954.6
Deandre Ayton,Shaedon Sharpe,POR,2023-24,-8.0,0.009,0.431,2.4,0.7,-1.1,0.7,0.052,0.063,4.0,0.3,-2.8,3.1,567.0
Jerami Grant,Shaedon Sharpe,POR,2023-24,-8.03,0.035,0.475,2.9,0.2,-2.0,2.1,0.0,0.049,9.0,-0.1,-2.8,2.7,641.4
Devin Vassell,Victor Wembanyama,SAS,2024-25,-8.08,0.083,0.517,3.9,3.7,2.1,-0.35,0.045,0.041,3.0,6.5,-1.1,7.6,715.4
Bradley Beal,Royce O'Neale,PHX,2024-25,-8.16,0.068,0.37,0.3,0.9,-1.1,-0.27,0.049,0.013,0.0,0.1,-1.1,1.2,728.7
Jalen Brunson,Precious Achiuwa,NYK,2024-25,-8.16,0.146,0.432,6.8,1.5,-1.1,13.8,0.253,0.075,3.0,3.3,-1.9,5.2,624.5
Torrey Craig,Ayo Dosunmu,CHI,2023-24,-8.17,0.047,0.289,1.2,0.0,-0.4,-0.64,0.083,0.036,9.0,-0.8,-2.0,1.2,516.5
Collin Sexton,Walker Kessler,UTA,2023-24,-8.27,0.14,0.394,4.2,3.2,-0.6,9.69,0.225,0.056,3.0,1.9,0.9,1.0,693.6
Damian Lillard,Giannis Antetokounmpo,MIL,2024-25,-8.29,0.077,0.615,2.2,3.1,1.9,-23.32,0.04,0.004,4.0,9.5,4.0,5.5,1325.7
Nikola Vučević,Ayo Dosunmu,CHI,2024-25,-8.29,0.058,0.384,3.9,0.3,-0.1,2.88,0.045,0.026,9.0,2.6,-1.6,4.2,934.4
Coby White,Ayo Dosunmu,CHI,2024-25,-8.3,0.074,0.4,1.9,1.2,-1.6,2.28,0.013,0.016,0.0,-0.9,-1.6,0.7,813.5
Deni Avdija,Bilal Coulibaly,WAS,2023-24,-8.32,0.057,0.335,2.9,0.3,-0.7,-1.55,0.088,0.054,4.0,-0.9,-4.2,3.3,693.7
Malaki Branham,Jeremy Sochan,SAS,2023-24,-8.33,0.005,0.379,0.6,1.6,-2.8,-2.64,0.019,0.013,0.0,-3.4,-5.6,2.2,709.0
Ochai Agbaji,Scottie Barnes,TOR,2024-25,-8.35,0.118,0.406,2.4,0.7,1.1,0.66,0.198,0.078,2.0,2.4,-0.7,3.1,786.7
Nic Claxton,Cameron Johnson,BKN,2023-24,-8.41,0.034,0.346,1.2,2.0,1.0,2.52,0.022,0.047,3.0,1.2,0.4,0.8,1015.1
Cameron Johnson,Keon Johnson,BKN,2024-25,-8.47,0.012,0.436,6.6,0.3,-0.5,11.7,0.031,0.133,6.0,3.1,-3.3,6.4,808.3
Jaren Jackson Jr.,Santi Aldama,MEM,2023-24,-8.5,0.125,0.479,0.7,0.0,0.8,-0.44,0.001,0.014,1.0,0.4,-0.2,0.6,901.7
Ochai Agbaji,Jamal Shead,TOR,2024-25,-8.51,0.035,0.323,2.3,1.1,-0.7,-2.53,0.226,0.102,3.0,-0.7,-4.1,3.4,548.1
Josh Richardson,Bam Adebayo,MIA,2023-24,-8.69,0.088,0.406,2.1,1.7,1.7,-1.17,0.049,0.003,4.0,2.4,-1.3,3.7,594.8
Trey Murphy III,Yves Missi,NOP,2024-25,-8.73,0.088,0.37,3.7,0.0,-2.8,0.7,0.085,0.026,4.0,0.8,-3.0,3.8,1093.9
Nick Richards,Brandon Miller,CHA,2023-24,-8.76,0.104,0.366,0.7,0.9,-2.3,0.63,0.068,0.165,5.0,-2.3,-2.6,0.3,1233.1
Jerami Grant,Deandre Ayton,POR,2023-24,-8.96,0.044,0.466,0.5,0.9,-1.3,-1.47,0.052,0.014,5.0,0.3,-0.1,0.4,1035.9
Dejounte Murray,Trey Murphy III,NOP,2024-25,-8.99,0.034,0.492,3.4,1.1,-1.7,3.5,0.19,0.104,3.0,0.8,-1.6,2.4,710.9
Dejounte Murray,Yves Missi,NOP,2024-25,-9.0,0.122,0.404,0.3,1.1,-1.7,-0.2,0.275,0.078,7.0,-1.6,-3.0,1.4,674.2
Zach Collins,Malaki Branham,SAS,2023-24,-9.04,0.032,0.416,1.4,2.1,-2.3,-2.28,0.054,0.039,5.0,-2.0,-5.6,3.6,614.4
Bilal Coulibaly,Alex Sarr,WAS,2024-25,-9.04,0.055,0.405,0.8,0.3,-1.7,-2.76,0.011,0.033,0.0,-3.3,-3.7,0.4,1077.0
Giannis Antetokounmpo,Bobby Portis,MIL,2023-24,-9.05,0.096,0.544,6.7,3.2,1.6,-3.44,0.236,0.068,0.0,9.0,-0.8,9.8,1017.6
Jerami Grant,Shaedon Sharpe,POR,2024-25,-9.05,0.058,0.442,1.4,1.0,-1.6,1.43,0.039,0.028,9.0,-1.3,-1.6,0.3,743.1
Collin Sexton,Walker Kessler,UTA,2024-25,-9.08,0.131,0.397,0.6,3.0,-1.6,-1.6,0.163,0.067,3.0,1.8,-0.6,2.4,1004.8
