player_a,player_b,team,season,gp,w,l,shared_min,pair_pm,pair_pm_per48,a_bpm,a_obpm,a_dbpm,b_bpm,b_obpm,b_dbpm,expected,chemistry
Luguentz Dort,Isaiah Joe,OKC,2024-25,59,49,10,648.8,282.0,20.86,0.2,-0.6,0.8,1.3,1.4,-0.1,1.5,19.36
Isaiah Joe,Aaron Wiggins,OKC,2024-25,64,53,11,658.2,296.0,21.59,1.3,1.4,-0.1,1.1,1.3,-0.2,2.4,19.19
OG Anunoby,Isaiah Hartenstein,NYK,2023-24,20,17,3,514.5,241.0,22.48,0.6,-1.3,1.8,3.5,0.7,2.8,4.1,18.38
Kentavious Caldwell-Pope,Christian Braun,DEN,2023-24,73,53,20,532.1,163.0,14.7,-1.4,-2.1,0.7,-1.9,-1.7,-0.2,-3.3,18.0
Kevon Looney,Brandin Podziemski,GSW,2024-25,58,34,24,512.6,201.0,18.82,0.3,-1.0,1.3,0.7,-0.1,0.8,1.0,17.82
OG Anunoby,Jalen Brunson,NYK,2023-24,21,19,2,635.8,311.0,23.48,0.6,-1.3,1.8,5.8,6.3,-0.4,6.4,17.08
Kenrich Williams,Aaron Wiggins,OKC,2024-25,60,49,11,552.0,195.0,16.96,0.6,-0.4,0.9,1.1,1.3,-0.2,1.7,15.26
Draymond Green,Buddy Hield,GSW,2024-25,67,41,26,676.8,207.0,14.68,0.5,-2.3,2.8,-1.0,-0.7,-0.3,-0.5,15.18
Kenrich Williams,Isaiah Joe,OKC,2024-25,58,50,8,538.6,188.0,16.75,0.6,-0.4,0.9,1.3,1.4,-0.1,1.9,14.85
Dorian Finney-Smith,Gabe Vincent,LAL,2024-25,37,26,11,511.7,96.0,9.01,-1.5,-1.6,0.1,-4.0,-3.8,-0.1,-5.5,14.51
Cameron Payne,Mikal Bridges,NYK,2024-25,69,44,25,581.1,160.0,13.22,-0.2,-0.1,-0.2,-0.5,0.4,-0.9,-0.7,13.92
Georges Niang,Sam Merrill,CLE,2024-25,41,32,9,504.1,130.0,12.38,-1.8,-1.3,-0.5,0.3,-0.4,0.7,-1.5,13.88
Shai Gilgeous-Alexander,Kenrich Williams,OKC,2024-25,59,49,10,578.7,310.0,25.71,11.5,8.9,2.6,0.6,-0.4,0.9,12.1,13.61
Kentavious Caldwell-Pope,Michael Porter Jr.,DEN,2023-24,76,54,22,1987.8,507.0,12.24,-1.4,-2.1,0.7,0.1,1.2,-1.2,-1.3,13.54
Payton Pritchard,Sam Hauser,BOS,2023-24,79,62,17,1062.3,343.0,15.5,1.0,1.3,-0.2,1.2,1.2,0.0,2.2,13.3
Julian Strawther,Christian Braun,DEN,2024-25,56,36,20,603.7,111.0,8.83,-4.5,-3.1,-1.4,0.3,0.8,-0.5,-4.2,13.03
Al Horford,Jaylen Brown,BOS,2024-25,45,32,13,912.2,267.0,14.05,1.2,0.1,1.1,0.0,0.4,-0.4,1.2,12.85
Kevin Huerter,Coby White,CHI,2024-25,26,17,9,525.2,114.0,10.42,-1.5,-1.2,-0.3,-0.9,0.5,-1.4,-2.4,12.82
Tim Hardaway Jr.,Danté Exum,DAL,2023-24,53,35,18,616.8,119.0,9.26,-2.9,-0.8,-2.1,-0.6,-0.3,-0.3,-3.5,12.76
OG Anunoby,Donte DiVincenzo,NYK,2023-24,23,20,3,527.8,182.0,16.55,0.6,-1.3,1.8,3.4,2.5,0.9,4.0,12.55
Moses Moody,Brandin Podziemski,GSW,2023-24,52,28,24,545.5,137.0,12.05,-0.1,-0.2,0.1,-0.1,-0.5,0.4,-0.2,12.25
Isaiah Hartenstein,Aaron Wiggins,OKC,2024-25,50,42,8,552.5,189.0,16.42,3.2,0.6,2.6,1.1,1.3,-0.2,4.3,12.12
Aaron Gordon,Christian Braun,DEN,2024-25,49,31,18,1083.7,307.0,13.6,1.2,2.7,-1.5,0.3,0.8,-0.5,1.5,12.1
Bobby Portis,A.J. Green,MIL,2024-25,43,28,15,640.5,132.0,9.89,0.2,0.6,-0.4,-2.2,-1.7,-0.4,-2.0,11.89
Luguentz Dort,Isaiah Joe,OKC,2023-24,74,50,24,681.8,158.0,11.12,-1.6,-1.4,-0.2,0.9,1.1,-0.3,-0.7,11.82
Reggie Jackson,Kentavious Caldwell-Pope,DEN,2023-24,74,54,20,895.5,133.0,7.13,-3.2,-1.8,-1.5,-1.4,-2.1,0.7,-4.6,11.73
Derrick White,Sam Hauser,BOS,2023-24,70,56,14,732.9,255.0,16.7,3.8,2.4,1.4,1.2,1.2,0.0,5.0,11.7
Andrew Nembhard,Aaron Nesmith,IND,2024-25,43,28,15,788.0,145.0,8.83,-2.3,-2.6,0.3,-0.5,0.0,-0.5,-2.8,11.63
Mike Conley,Nickeil Alexander-Walker,MIN,2024-25,67,42,25,590.9,153.0,12.43,1.2,-0.1,1.3,-0.4,-0.8,0.4,0.8,11.63
Chet Holmgren,Jalen Williams,OKC,2024-25,27,21,6,571.5,213.0,17.89,2.4,0.5,1.9,4.0,2.7,1.4,6.4,11.49
Andrew Nembhard,Bennedict Mathurin,IND,2024-25,54,37,17,970.2,125.0,6.18,-2.3,-2.6,0.3,-2.9,-1.3,-1.5,-5.2,11.38
Derrick White,Payton Pritchard,BOS,2023-24,67,53,14,559.3,188.0,16.13,3.8,2.4,1.4,1.0,1.3,-0.2,4.8,11.33
Nicolas Batum,Ivica Zubac,LAC,2024-25,70,43,27,612.4,194.0,15.21,0.8,-1.2,2.0,3.1,2.3,0.8,3.9,11.31
Rui Hachimura,Gabe Vincent,LAL,2024-25,52,34,18,566.6,77.0,6.52,-0.7,-0.1,-0.6,-4.0,-3.8,-0.1,-4.7,11.22
Kentavious Caldwell-Pope,Aaron Gordon,DEN,2023-24,67,46,21,1854.4,429.0,11.1,-1.4,-2.1,0.7,1.3,1.2,0.1,-0.1,11.2
Dorian Finney-Smith,Austin Reaves,LAL,2024-25,41,27,14,877.9,211.0,11.54,-1.5,-1.6,0.1,1.9,2.4,-0.5,0.4,11.14
Isaiah Hartenstein,Luguentz Dort,OKC,2024-25,51,43,8,958.5,288.0,14.42,3.2,0.6,2.6,0.2,-0.6,0.8,3.4,11.02
Max Strus,Dean Wade,CLE,2023-24,50,34,16,721.7,158.0,10.51,-0.6,-1.1,0.5,0.1,-1.7,1.8,-0.5,11.01
Kawhi Leonard,Norman Powell,LAC,2024-25,27,21,6,627.9,204.0,15.59,3.1,2.5,0.6,1.5,1.7,-0.2,4.6,10.99
Pascal Siakam,Andrew Nembhard,IND,2024-25,62,41,21,1327.6,287.0,10.38,1.7,2.2,-0.5,-2.3,-2.6,0.3,-0.6,10.98
Jaren Jackson Jr.,Zach Edey,MEM,2024-25,60,31,29,845.5,232.0,13.17,2.3,1.6,0.8,-0.1,-0.2,0.1,2.2,10.97
Myles Turner,Andrew Nembhard,IND,2024-25,57,38,19,1368.7,258.0,9.05,0.4,0.0,0.4,-2.3,-2.6,0.3,-1.9,10.95
Al Horford,Jrue Holiday,BOS,2024-25,47,35,12,856.7,229.0,12.83,1.2,0.1,1.1,0.7,-0.3,1.0,1.9,10.93
Isaiah Joe,Chet Holmgren,OKC,2023-24,78,54,24,613.5,194.0,15.18,0.9,1.1,-0.3,3.4,1.8,1.5,4.3,10.88
Pascal Siakam,Aaron Nesmith,IND,2024-25,43,27,16,822.9,207.0,12.08,1.7,2.2,-0.5,-0.5,0.0,-0.5,1.2,10.88
Aaron Gordon,Michael Porter Jr.,DEN,2024-25,47,30,17,987.7,242.0,11.76,1.2,2.7,-1.5,-0.1,1.6,-1.7,1.1,10.66
Georges Niang,Donovan Mitchell,CLE,2024-25,48,38,10,585.6,153.0,12.54,-1.8,-1.3,-0.5,3.7,3.8,-0.2,1.9,10.64
Paul George,Norman Powell,LAC,2023-24,69,45,24,1014.1,274.0,12.97,3.2,2.9,0.2,-0.8,0.4,-1.2,2.4,10.57
Zach Edey,Jaylen Wells,MEM,2024-25,64,35,29,889.6,153.0,8.26,-0.1,-0.2,0.1,-2.2,-1.2,-1.0,-2.3,10.56
Isaiah Hartenstein,Josh Hart,NYK,2023-24,74,46,28,1358.8,396.0,13.99,3.5,0.7,2.8,0.0,-1.3,1.4,3.5,10.49
Caleb Martin,Jaime Jaquez Jr.,MIA,2023-24,57,34,23,973.9,132.0,6.51,-2.0,-2.2,0.2,-1.9,-2.2,0.3,-3.9,10.41
Myles Turner,Aaron Nesmith,IND,2024-25,38,24,14,740.6,159.0,10.3,0.4,0.0,0.4,-0.5,0.0,-0.5,-0.1,10.4
Draymond Green,Moses Moody,GSW,2024-25,56,36,20,893.1,185.0,9.94,0.5,-2.3,2.8,-0.9,-0.9,0.0,-0.4,10.34
Darius Garland,Isaac Okoro,CLE,2024-25,51,42,9,610.9,164.0,12.89,3.1,3.9,-0.8,-0.5,-1.1,0.6,2.6,10.29
Kentavious Caldwell-Pope,Jamal Murray,DEN,2023-24,54,41,13,1232.0,333.0,12.97,-1.4,-2.1,0.7,4.1,4.5,-0.4,2.7,10.27
Georges Niang,Evan Mobley,CLE,2024-25,45,37,8,511.0,139.0,13.06,-1.8,-1.3,-0.5,4.6,3.1,1.5,2.8,10.26
Jaylen Brown,Sam Hauser,BOS,2024-25,50,36,14,547.2,126.0,11.05,0.0,0.4,-0.4,0.8,0.9,-0.1,0.8,10.25
Eric Gordon,Jusuf Nurkić,PHX,2023-24,62,40,22,852.1,171.0,9.63,-1.7,-1.3,-0.5,1.1,-1.0,2.1,-0.6,10.23
Naji Marshall,Jordan Hawkins,NOP,2023-24,51,30,21,500.3,67.0,6.43,-0.7,-1.3,0.5,-3.1,-1.3,-1.7,-3.8,10.23
Pat Connaughton,Malik Beasley,MIL,2023-24,68,39,29,600.0,85.0,6.8,-1.6,-1.6,0.0,-1.8,-1.0,-0.8,-3.4,10.2
Kris Murray,Toumani Camara,POR,2023-24,40,10,30,531.4,38.0,3.43,-3.6,-3.5,-0.2,-3.1,-3.1,0.0,-6.7,10.13
Myles Turner,Bruce Brown,IND,2023-24,32,19,13,743.4,135.0,8.72,0.9,1.0,-0.1,-2.3,-1.7,-0.5,-1.4,10.12
Luke Kornet,Sam Hauser,BOS,2024-25,62,44,18,645.3,191.0,14.21,3.3,1.6,1.7,0.8,0.9,-0.1,4.1,10.11
Kevon Looney,Buddy Hield,GSW,2024-25,74,44,30,750.5,146.0,9.34,0.3,-1.0,1.3,-1.0,-0.7,-0.3,-0.7,10.04
Jaren Jackson Jr.,Jaylen Wells,MEM,2024-25,71,41,30,1235.8,260.0,10.1,2.3,1.6,0.8,-2.2,-1.2,-1.0,0.1,10.0
Naji Marshall,Jose Alvarado,NOP,2023-24,50,34,16,594.7,113.0,9.12,-0.7,-1.3,0.5,-0.1,-1.5,1.5,-0.8,9.92
Kyrie Irving,Maxi Kleber,DAL,2023-24,35,24,11,546.0,153.0,13.45,4.9,4.8,0.1,-1.3,-2.3,1.0,3.6,9.85
Kevin Love,Jaime Jaquez Jr.,MIA,2023-24,49,30,19,641.2,154.0,11.53,3.6,2.7,1.0,-1.9,-2.2,0.3,1.7,9.83
Gary Trent Jr.,A.J. Green,MIL,2024-25,59,38,21,937.2,114.0,5.84,-1.6,-1.2,-0.4,-2.2,-1.7,-0.4,-3.8,9.64
Luke Kornet,Payton Pritchard,BOS,2023-24,63,48,15,726.2,212.0,14.01,3.4,1.6,1.8,1.0,1.3,-0.2,4.4,9.61
OG Anunoby,Miles McBride,NYK,2024-25,56,33,23,845.6,181.0,10.27,0.7,0.7,0.1,0.0,-0.4,0.4,0.7,9.57
Eric Gordon,Grayson Allen,PHX,2023-24,62,37,25,964.9,184.0,9.15,-1.7,-1.3,-0.5,1.3,1.1,0.1,-0.4,9.55
Derrick White,Luke Kornet,BOS,2024-25,63,48,15,717.3,243.0,16.26,3.5,2.7,0.8,3.3,1.6,1.7,6.8,9.46
Jrue Holiday,Sam Hauser,BOS,2023-24,67,52,15,709.3,187.0,12.65,2.1,1.0,1.1,1.2,1.2,0.0,3.3,9.35
Mike Conley,Nickeil Alexander-Walker,MIN,2023-24,70,49,21,663.6,179.0,12.95,3.4,2.0,1.4,0.2,-1.1,1.3,3.6,9.35
Damian Lillard,Malik Beasley,MIL,2023-24,70,45,25,1807.3,363.0,9.64,2.1,3.4,-1.3,-1.8,-1.0,-0.8,0.3,9.34
Al Horford,Sam Hauser,BOS,2023-24,61,48,13,699.7,206.0,14.13,3.6,1.7,2.0,1.2,1.2,0.0,4.8,9.33
Luguentz Dort,Josh Giddey,OKC,2023-24,77,53,24,1431.7,274.0,9.19,-1.6,-1.4,-0.2,1.5,1.0,0.4,-0.1,9.29
Norman Powell,Daniel Theis,LAC,2023-24,54,35,19,714.6,104.0,6.99,-0.8,0.4,-1.2,-1.5,-1.6,0.1,-2.3,9.29
Isaac Okoro,Evan Mobley,CLE,2024-25,48,39,9,508.4,141.0,13.31,-0.5,-1.1,0.6,4.6,3.1,1.5,4.1,9.21
Cameron Payne,Miles McBride,NYK,2024-25,53,35,18,555.5,103.0,8.9,-0.2,-0.1,-0.2,0.0,-0.4,0.4,-0.2,9.1
Karl-Anthony Towns,Jaden McDaniels,MIN,2023-24,52,34,18,1165.2,218.0,8.98,2.5,1.6,0.9,-2.6,-3.3,0.7,-0.1,9.08
Julius Randle,Josh Hart,NYK,2023-24,45,28,17,754.3,172.0,10.95,1.9,2.2,-0.3,0.0,-1.3,1.4,1.9,9.05
Cameron Payne,OG Anunoby,NYK,2024-25,61,38,23,528.4,105.0,9.54,-0.2,-0.1,-0.2,0.7,0.7,0.1,0.5,9.04
T.J. McConnell,Ben Sheppard,IND,2023-24,46,27,19,522.7,93.0,8.54,3.0,2.9,0.1,-3.4,-3.3,-0.1,-0.4,8.94
De'Anthony Melton,Tyrese Maxey,PHI,2023-24,36,24,12,773.4,201.0,12.47,0.5,-0.7,1.2,3.1,4.1,-1.0,3.6,8.87
Luguentz Dort,Cason Wallace,OKC,2024-25,64,51,13,1037.5,217.0,10.04,0.2,-0.6,0.8,1.0,-1.5,2.6,1.2,8.84
Tobias Harris,De'Anthony Melton,PHI,2023-24,38,25,13,871.0,185.0,10.2,0.9,1.0,-0.1,0.5,-0.7,1.2,1.4,8.8
Dorian Finney-Smith,Luka Dončić,LAL,2024-25,26,18,8,667.0,191.0,13.75,-1.5,-1.6,0.1,6.5,5.5,1.1,5.0,8.75
Moses Moody,Brandin Podziemski,GSW,2024-25,56,36,20,839.5,149.0,8.52,-0.9,-0.9,0.0,0.7,-0.1,0.8,-0.2,8.72
Tobias Harris,Malik Beasley,DET,2024-25,73,40,33,1096.0,219.0,9.59,0.1,-0.5,0.6,0.8,2.0,-1.2,0.9,8.69
Dean Wade,Isaac Okoro,CLE,2023-24,45,30,15,600.9,96.0,7.67,0.1,-1.7,1.8,-1.1,-1.8,0.7,-1.0,8.67
Grant Williams,Dereck Lively II,DAL,2023-24,33,19,14,526.0,63.0,5.75,-3.4,-2.7,-0.7,0.5,-0.3,0.8,-2.9,8.65
Caris LeVert,Darius Garland,CLE,2024-25,38,33,5,582.2,157.0,12.94,1.2,0.5,0.7,3.1,3.9,-0.8,4.3,8.64
Darius Garland,Dean Wade,CLE,2024-25,55,45,10,750.5,188.0,12.02,3.1,3.9,-0.8,0.3,-1.0,1.2,3.4,8.62
Kawhi Leonard,Ivica Zubac,LAC,2024-25,37,26,11,959.1,296.0,14.81,3.1,2.5,0.6,3.1,2.3,0.8,6.2,8.61
Al Horford,Sam Hauser,BOS,2024-25,53,38,15,567.0,125.0,10.58,1.2,0.1,1.1,0.8,0.9,-0.1,2.0,8.58
Pascal Siakam,Bennedict Mathurin,IND,2024-25,69,41,28,1433.5,220.0,7.37,1.7,2.2,-0.5,-2.9,-1.3,-1.5,-1.2,8.57
Rudy Gobert,Naz Reid,MIN,2024-25,70,41,29,947.8,238.0,12.05,1.9,0.6,1.3,1.6,0.8,0.8,3.5,8.55
Brandon Clarke,Scotty Pippen Jr.,MEM,2024-25,59,38,21,571.4,133.0,11.17,0.8,0.0,0.8,1.9,0.0,1.8,2.7,8.47
Michael Porter Jr.,Christian Braun,DEN,2024-25,75,45,30,1882.2,339.0,8.65,-0.1,1.6,-1.7,0.3,0.8,-0.5,0.2,8.45
Josh Green,Dereck Lively II,DAL,2023-24,39,22,17,523.9,68.0,6.23,-2.7,-2.4,-0.3,0.5,-0.3,0.8,-2.2,8.43
Jonathan Isaac,Cole Anthony,ORL,2023-24,58,35,23,712.5,181.0,12.19,3.8,1.4,2.4,0.1,-0.6,0.7,3.9,8.29
Jamal Murray,Michael Porter Jr.,DEN,2023-24,58,44,14,1389.8,361.0,12.47,4.1,4.5,-0.4,0.1,1.2,-1.2,4.2,8.27
Giannis Antetokounmpo,A.J. Green,MIL,2024-25,56,36,20,779.3,252.0,15.52,9.5,6.9,2.5,-2.2,-1.7,-0.4,7.3,8.22
Aaron Gordon,Jamal Murray,DEN,2024-25,39,25,14,912.6,194.0,10.2,1.2,2.7,-1.5,0.8,1.8,-1.0,2.0,8.2
Jonathan Kuminga,Brandin Podziemski,GSW,2023-24,66,35,31,1063.0,170.0,7.68,-0.4,0.0,-0.4,-0.1,-0.5,0.4,-0.5,8.18
Aaron Gordon,Michael Porter Jr.,DEN,2023-24,72,49,23,1940.7,386.0,9.55,1.3,1.2,0.1,0.1,1.2,-1.2,1.4,8.15
Ja Morant,Zach Edey,MEM,2024-25,42,23,19,684.4,149.0,10.45,2.4,3.1,-0.7,-0.1,-0.2,0.1,2.3,8.15
Josh Hart,Immanuel Quickley,NYK,2023-24,30,16,14,600.2,133.0,10.64,0.0,-1.3,1.4,2.5,2.7,-0.2,2.5,8.14
Al Horford,Payton Pritchard,BOS,2023-24,63,50,13,671.2,178.0,12.73,3.6,1.7,2.0,1.0,1.3,-0.2,4.6,8.13
Neemias Queta,Payton Pritchard,BOS,2024-25,56,41,15,639.0,145.0,10.89,-0.7,-1.7,1.0,3.5,3.4,0.2,2.8,8.09
Derrick White,Sam Hauser,BOS,2024-25,57,44,13,773.6,199.0,12.35,3.5,2.7,0.8,0.8,0.9,-0.1,4.3,8.05
Rudy Gobert,Nickeil Alexander-Walker,MIN,2023-24,76,53,23,1064.3,221.0,9.97,1.8,0.1,1.7,0.2,-1.1,1.3,2.0,7.97
Georges Niang,Max Strus,CLE,2023-24,67,41,26,597.4,55.0,4.42,-2.9,-2.5,-0.4,-0.6,-1.1,0.5,-3.5,7.92
Buddy Hield,Gary Payton II,GSW,2024-25,59,36,23,502.8,87.0,8.31,-1.0,-0.7,-0.3,1.4,-0.5,2.0,0.4,7.91
Reggie Jackson,Michael Porter Jr.,DEN,2023-24,78,54,24,969.9,97.0,4.8,-3.2,-1.8,-1.5,0.1,1.2,-1.2,-3.1,7.9
Fred VanVleet,Jabari Smith Jr.,HOU,2024-25,45,31,14,1044.8,176.0,8.09,0.9,-0.4,1.3,-0.7,-0.8,0.1,0.2,7.89
Gabe Vincent,Austin Reaves,LAL,2024-25,62,41,21,676.7,81.0,5.75,-4.0,-3.8,-0.1,1.9,2.4,-0.5,-2.1,7.85
Mikal Bridges,Miles McBride,NYK,2024-25,64,39,25,1007.1,154.0,7.34,-0.5,0.4,-0.9,0.0,-0.4,0.4,-0.5,7.84
Luguentz Dort,Aaron Wiggins,OKC,2024-25,64,50,14,616.4,117.0,9.11,0.2,-0.6,0.8,1.1,1.3,-0.2,1.3,7.81
Jrue Holiday,Payton Pritchard,BOS,2023-24,69,53,16,708.7,161.0,10.9,2.1,1.0,1.1,1.0,1.3,-0.2,3.1,7.8
Bogdan Bogdanović,Saddiq Bey,ATL,2023-24,61,27,34,1146.9,148.0,6.19,0.2,0.9,-0.7,-1.8,0.1,-2.0,-1.6,7.79
Kevin Durant,Royce O'Neale,PHX,2023-24,29,17,12,533.3,131.0,11.79,4.0,4.0,0.1,0.0,-1.0,1.0,4.0,7.79
Trey Murphy III,Jose Alvarado,NOP,2023-24,42,29,13,532.7,113.0,10.18,2.5,2.5,0.0,-0.1,-1.5,1.5,2.4,7.78
Jusuf Nurkić,Grayson Allen,PHX,2023-24,69,44,25,1575.3,332.0,10.12,1.1,-1.0,2.1,1.3,1.1,0.1,2.4,7.72
Caris LeVert,Max Strus,CLE,2023-24,55,32,23,826.8,125.0,7.26,0.2,-0.6,0.8,-0.6,-1.1,0.5,-0.4,7.66
Andre Drummond,Coby White,CHI,2023-24,71,32,39,809.0,119.0,7.06,0.1,0.8,-0.7,-0.7,0.7,-1.3,-0.6,7.66
Trey Lyles,De'Aaron Fox,SAC,2023-24,55,31,24,758.2,146.0,9.24,-1.1,-0.4,-0.7,2.7,2.6,0.1,1.6,7.64
Jaylen Brown,Luke Kornet,BOS,2024-25,54,40,14,600.7,136.0,10.87,0.0,0.4,-0.4,3.3,1.6,1.7,3.3,7.57
Darius Garland,Sam Merrill,CLE,2024-25,65,52,13,525.0,119.0,10.88,3.1,3.9,-0.8,0.3,-0.4,0.7,3.4,7.48
Bobby Portis,Gary Trent Jr.,MIL,2024-25,44,28,16,736.5,93.0,6.06,0.2,0.6,-0.4,-1.6,-1.2,-0.4,-1.4,7.46
Jarrett Allen,Dean Wade,CLE,2023-24,49,35,14,758.0,166.0,10.51,3.0,2.1,0.9,0.1,-1.7,1.8,3.1,7.41
Aaron Wiggins,Cason Wallace,OKC,2024-25,58,45,13,625.9,124.0,9.51,1.1,1.3,-0.2,1.0,-1.5,2.6,2.1,7.41
Jayson Tatum,Payton Pritchard,BOS,2023-24,74,57,17,927.7,261.0,13.5,5.1,4.5,0.6,1.0,1.3,-0.2,6.1,7.4
Draymond Green,Jonathan Kuminga,GSW,2023-24,42,25,17,699.3,137.0,9.4,2.4,-0.6,3.0,-0.4,0.0,-0.4,2.0,7.4
Brook Lopez,Malik Beasley,MIL,2023-24,76,45,31,1844.0,253.0,6.59,1.0,0.2,0.8,-1.8,-1.0,-0.8,-0.8,7.39
Brook Lopez,A.J. Green,MIL,2024-25,66,42,24,848.9,106.0,5.99,0.8,0.4,0.4,-2.2,-1.7,-0.4,-1.4,7.39
Jrue Holiday,Jaylen Brown,BOS,2024-25,49,37,12,1220.3,205.0,8.06,0.7,-0.3,1.0,0.0,0.4,-0.4,0.7,7.36
Kenrich Williams,Cason Wallace,OKC,2023-24,67,47,20,542.3,75.0,6.64,-0.8,-1.1,0.3,0.1,-0.9,1.0,-0.7,7.34
Russell Westbrook,Aaron Gordon,DEN,2024-25,45,28,17,587.2,91.0,7.44,-1.1,-0.9,-0.2,1.2,2.7,-1.5,0.1,7.34
Zion Williamson,Naji Marshall,NOP,2023-24,56,35,21,506.5,110.0,10.42,3.8,3.3,0.6,-0.7,-1.3,0.5,3.1,7.32
Myles Turner,Buddy Hield,IND,2023-24,48,27,21,698.9,122.0,8.38,0.9,1.0,-0.1,0.2,1.0,-0.8,1.1,7.28
Naji Marshall,Trey Murphy III,NOP,2023-24,49,31,18,572.3,108.0,9.06,-0.7,-1.3,0.5,2.5,2.5,0.0,1.8,7.26
Reggie Jackson,Aaron Gordon,DEN,2023-24,71,47,24,829.0,92.0,5.33,-3.2,-1.8,-1.5,1.3,1.2,0.1,-1.9,7.23
Onyeka Okongwu,Saddiq Bey,ATL,2023-24,52,22,30,890.2,93.0,5.01,-0.4,0.0,-0.5,-1.8,0.1,-2.0,-2.2,7.21
Davion Mitchell,Keegan Murray,SAC,2023-24,59,32,27,613.7,37.0,2.89,-3.4,-2.4,-1.0,-0.9,-0.4,-0.5,-4.3,7.19
Norman Powell,Derrick Jones Jr.,LAC,2024-25,57,38,19,1041.6,182.0,8.39,1.5,1.7,-0.2,-0.3,-1.0,0.7,1.2,7.19
Luke Kornet,Sam Hauser,BOS,2023-24,57,44,13,631.6,155.0,11.78,3.4,1.6,1.8,1.2,1.2,0.0,4.6,7.18
Rudy Gobert,Nickeil Alexander-Walker,MIN,2024-25,72,43,29,1008.3,182.0,8.66,1.9,0.6,1.3,-0.4,-0.8,0.4,1.5,7.16
Dillon Brooks,Jabari Smith Jr.,HOU,2024-25,52,37,15,1036.5,109.0,5.05,-1.4,-1.4,0.0,-0.7,-0.8,0.1,-2.1,7.15
Isaiah Joe,Jalen Williams,OKC,2023-24,63,43,20,515.5,111.0,10.34,0.9,1.1,-0.3,2.3,2.0,0.3,3.2,7.14
Tyrese Haliburton,Aaron Nesmith,IND,2024-25,39,26,13,762.3,197.0,12.4,5.8,5.7,0.2,-0.5,0.0,-0.5,5.3,7.1
Danté Exum,Luka Dončić,DAL,2023-24,47,32,15,679.2,232.0,16.39,-0.6,-0.3,-0.3,9.9,8.3,1.7,9.3,7.09
Shai Gilgeous-Alexander,Isaiah Joe,OKC,2023-24,71,52,19,1086.8,384.0,16.96,9.0,6.7,2.3,0.9,1.1,-0.3,9.9,7.06
Jarrett Allen,Dean Wade,CLE,2024-25,56,45,11,715.3,172.0,11.54,4.2,3.0,1.2,0.3,-1.0,1.2,4.5,7.04
Taurean Prince,A.J. Green,MIL,2024-25,63,38,25,528.2,34.0,3.09,-1.7,-2.0,0.3,-2.2,-1.7,-0.4,-3.9,6.99
Jarrett Allen,Isaac Okoro,CLE,2024-25,54,43,11,629.3,140.0,10.68,4.2,3.0,1.2,-0.5,-1.1,0.6,3.7,6.98
Khris Middleton,Malik Beasley,MIL,2023-24,54,30,24,1056.8,138.0,6.27,1.1,1.1,0.0,-1.8,-1.0,-0.8,-0.7,6.97
Jamal Murray,Christian Braun,DEN,2024-25,66,40,26,1724.2,290.0,8.07,0.8,1.8,-1.0,0.3,0.8,-0.5,1.1,6.97
Duncan Robinson,Haywood Highsmith,MIA,2024-25,64,28,36,905.6,63.0,3.34,-1.7,-0.7,-1.1,-1.9,-2.7,0.9,-3.6,6.94
Jaren Jackson Jr.,Ja Morant,MEM,2024-25,43,25,18,920.7,223.0,11.63,2.3,1.6,0.8,2.4,3.1,-0.7,4.7,6.93
Andrew Nembhard,Aaron Nesmith,IND,2023-24,59,36,23,1102.1,97.0,4.22,-2.2,-1.6,-0.5,-0.5,-0.3,-0.2,-2.7,6.92
Nickeil Alexander-Walker,Naz Reid,MIN,2024-25,80,47,33,1501.2,253.0,8.09,-0.4,-0.8,0.4,1.6,0.8,0.8,1.2,6.89
Damian Lillard,Khris Middleton,MIL,2023-24,48,30,18,962.2,202.0,10.08,2.1,3.4,-1.3,1.1,1.1,0.0,3.2,6.88
James Harden,Kawhi Leonard,LAC,2024-25,37,26,11,881.8,262.0,14.26,4.3,3.5,0.8,3.1,2.5,0.6,7.4,6.86
Chris Paul,Brandin Podziemski,GSW,2023-24,48,27,21,614.1,99.0,7.74,1.0,-0.2,1.2,-0.1,-0.5,0.4,0.9,6.84
Dennis Schröder,Malik Beasley,DET,2024-25,28,17,11,504.3,58.0,5.52,-2.1,-0.9,-1.2,0.8,2.0,-1.2,-1.3,6.82
Karl-Anthony Towns,Cameron Payne,NYK,2024-25,64,42,22,695.5,148.0,10.21,3.6,3.5,0.1,-0.2,-0.1,-0.2,3.4,6.81
Trey Lyles,Malik Monk,SAC,2023-24,48,29,19,807.9,106.0,6.3,-1.1,-0.4,-0.7,0.6,1.5,-1.0,-0.5,6.8
Jimmy Butler,Jaime Jaquez Jr.,MIA,2023-24,51,30,21,728.7,144.0,9.48,4.6,3.9,0.7,-1.9,-2.2,0.3,2.7,6.78
Ty Jerome,Evan Mobley,CLE,2024-25,60,49,11,625.2,204.0,15.66,4.3,3.5,0.8,4.6,3.1,1.5,8.9,6.76
Josh Giddey,Chet Holmgren,OKC,2023-24,80,56,24,1479.4,359.0,11.65,1.5,1.0,0.4,3.4,1.8,1.5,4.9,6.75
Bradley Beal,Jusuf Nurkić,PHX,2023-24,50,32,18,1014.7,174.0,8.23,0.4,0.9,-0.6,1.1,-1.0,2.1,1.5,6.73
